BRAND,JRPSKU,OEMSKU,DESCRIPTION,QTY,COST,MAP
ACCEL,ACC170090-2,170090-2,"ACCEL LS/LT 90 DEG COIL BOOT & TERMINAL KIT 2",0,9.33576,10.37422
ACCEL,ACC170090-8,170090-8,"ACCEL LS/LT 90 DEG COIL BOOT & TERMINAL KIT 8",0,23.87422,26.64691
ACCEL,ACC170135-2,170135-2,"ACCEL LS/LT 135 DEG COIL BOOT & TERMI KIT 2",0,9.33576,10.37422
ACCEL,ACC170135-8,170135-8,"ACCEL LS/LT 135 DEG COIL BOOT & TERM KIT 8",0,23.87422,26.64691
ACCEL,ACC170180-2,170180-2,"ACCEL LS/LT 180 DEG COIL BOOT & TERM KIT 2",0,9.33576,10.37422
ACCEL,ACC170180-8,170180-8,"ACCEL LS/LT 180 DEG COIL BOOT & TERM KIT 8",0,23.87422,26.64691
ACCEL,ACC170500,170500,"ACCEL WIRE SINGLE LEAD REPLACEMENT",0,24.91268,27.78922
ACCEL,ACC170500R,170500R,"ACCEL WIRE SINGLE LEAD RELACEMENT",0,22.83576,25.81615
ACCEL,ACC170900C,170900C,"ACCEL EXTRM 9000 CERAMC UNI SNGL LEA",0,35.29730,39.71076
ACCEL,ACC170901C,170901C,"ACCEL EXTRM 9000 CERAMC UNI SNGL LEA",0,40.48960,45.70268
ACCEL,ACC170902C,170902C,"ACCEL EXTRM 9000 CERAMC UNI SNGL LEA",0,35.29730,39.71076
ACCEL,ACC3008,3008,"ACCEL 7mm SUPER STOCK COPPER UNI",0,50.87422,57.63460
ACCEL,ACC3009ACC,3009ACC,"ACCEL 7mm SUPER STOCK COPPER UNI",0,50.87422,57.63460
ACCEL,ACC3010ACC,3010ACC,"ACCEL 7mm SUPER STOCK GRAPHITE UNI",0,50.87422,57.63460
ACCEL,ACC4014,4014,"ACCEL 8mm SUPER STOCK COPPER UNI",0,74.75883,83.06653
ACCEL,ACC4015ACC,4015ACC,"ACCEL 8MM SUPER STOCK GRAPHITE UNI",0,69.56653,79.52538
ACCEL,ACC40200,40200,"ACCEL ULTRA-TORK STARTER SOLENOID",0,41.52807,49.68000
ACCEL,ACC4021ACC,4021ACC,"ACCEL 8MM SUPER STOCK GRAPHITE UNI",0,71.64345,81.49845
ACCEL,ACC4038,4038,"ACCEL 8mm SUPER STOCK COPPER UNI",0,69.56653,79.52538
ACCEL,ACC4038B,4038B,"ACCEL 8mm SUPER STOCK COPPER UNI",0,71.64345,81.49845
ACCEL,ACC4039,4039,"ACCEL 8mm SUPER STOCK COPPER UNI",0,64.37422,73.55422
ACCEL,ACC4039B,4039B,"ACCEL 8mm SUPER STOCK COPPER UNI",0,63.33576,70.60500
ACCEL,ACC4040,4040,"ACCEL 8mm SUPER STOCK GRAPHITE UNI",0,71.64345,79.95115
ACCEL,ACC4040B,4040B,"ACCEL 8mm SUPER STOCK GRAPHITE UNI",0,68.52807,77.52115
ACCEL,ACC4040K,4040K,"ACCEL 8mm SUPER STOCK GRAPHITE UNI",0,69.56653,79.52538
ACCEL,ACC4040R,4040R,"ACCEL 8mm SUPER STOCK GRAPHITE UNI",0,71.64345,81.49845
ACCEL,ACC4041,4041,"ACCEL 8mm SUPER STOCK GRAPHITE UNI",0,71.64345,81.49845
ACCEL,ACC4041B,4041B,"ACCEL 8mm SUPER STOCK GRAPHITE UNI",0,68.52807,77.52115
ACCEL,ACC4041K,4041K,"ACCEL 8mm SUPER STOCK GRAPHITE UNI",0,69.56653,79.52538
ACCEL,ACC4041R,4041R,"ACCEL 8mm SUPER STOCK GRAPHITE UNI",0,66.45115,75.55845
ACCEL,ACC4042,4042,"ACCEL 8mm SUPER STOCK GRAPHITE CUST",0,71.64345,81.49845
ACCEL,ACC4045,4045,"ACCEL 8mm SUPER STOCK GRAPHITE CUST",0,71.64345,79.95115
ACCEL,ACC4048,4048,"ACCEL 8mm SUPER STOCK GRAPHITE CUST",0,64.37422,73.55422
ACCEL,ACC4049,4049,"ACCEL 8mm SUPER STOCK GRAPHITE CUST",0,73.72038,83.50268
ACCEL,ACC4050,4050,"ACCEL 8mm SUPER STOCK GRAPHITE CUST",0,73.72038,83.50268
ACCEL,ACC4051,4051,"ACCEL 8mm SUPER STOCK GRAPHITE CUST",0,69.56653,77.87422
ACCEL,ACC4052,4052,"ACCEL 8mm SUPER STOCK GRAPHITE CUST",0,69.56653,79.52538
ACCEL,ACC4053,4053,"ACCEL 8mm SUPER STOCK GRAPHITE CUST",0,71.64345,81.49845
ACCEL,ACC4056,4056,"ACCEL 8mm SUPER STOCK GRAPHITE CUST",0,74.75883,83.06653
ACCEL,ACC4057,4057,"ACCEL 7mm SUPER STOCK GRAPHITE CUST",0,63.33576,71.55000
ACCEL,ACC4058,4058,"ACCEL 8MM SUPER STOCK GRAPHITE CUST",0,75.79730,85.14345
ACCEL,ACC4059,4059,"ACCEL 8MM SUPER STOCK GRAPHITE CUST",0,69.56653,77.87422
ACCEL,ACC4066,4066,"ACCEL 8MM SUPER STOCK GRAPHITE CUST",0,74.75883,83.06653
ACCEL,ACC4068,4068,"ACCEL 8MM SUPER STOCK GRAPHITE CUST",0,71.64345,79.95115
ACCEL,ACC4071,4071,"ACCEL 8mm SUPER STOCK GRAPHITE CUST",0,71.64345,79.95115
ACCEL,ACC4072,4072,"ACCEL 8mm SUPER STOCK GRAPHITE CUST",0,74.75883,83.06653
ACCEL,ACC4076,4076,"ACCEL 8mm SUPER STOCK GRAPHITE CUST",0,69.56653,77.87422
ACCEL,ACC4093,4093,"ACCEL 8mm SUPER STOCK GRAPHITE CUST",0,71.64345,81.49845
ACCEL,ACC5040B,5040B,"ACCEL 8mm SUPER STOCK SPIRAL UNI BU",0,87.22038,99.41191
ACCEL,ACC5040K,5040K,"ACCEL 8mm SUPER STOCK SPIRAL UNI BK",0,89.29730,101.42653
ACCEL,ACC5040R,5040R,"ACCEL 8mm SUPER STOCK SPIRAL UNI RD",0,95.52807,109.35000
ACCEL,ACC5040Y,5040Y,"ACCEL 8mm SUPER STOCK SPIRAL UNI YEL",0,97.60500,111.35422
ACCEL,ACC5041B,5041B,"ACCEL 8mm SUPER STOCK SPIRAL UNI BU",0,96.56653,107.98960
ACCEL,ACC5041K,5041K,"ACCEL 8mm SUPER STOCK SPIRAL UNI BK",0,95.52807,109.35000
ACCEL,ACC5041R,5041R,"ACCEL 8mm SUPER STOCK SPIRAL UNI RD",0,94.48960,107.35615
ACCEL,ACC5042K,5042K,"ACCEL 8MM SUPER STOCK SPIRAL CUST BK",0,95.52807,109.35000
ACCEL,ACC5042R,5042R,"ACCEL 8MM SUPER STOCK SPIRAL CUST RD",0,95.52807,109.35000
ACCEL,ACC5043K,5043K,"ACCEL 8MM SUPER STOCK SPIRAL CUST BK",0,90.33576,103.38922
ACCEL,ACC5044K,5044K,"ACCEL 8MM SUPER STOCK SPIRAL CUST BK",0,91.37422,101.75883
ACCEL,ACC5045K,5045K,"ACCEL 8MM SUPER STOCK SPIRAL CUST BK",0,102.79730,117.30460
ACCEL,ACC5046B,5046B,"ACCEL 8MM SUPER STOCK SPIRAL CUST BU",0,97.60500,111.35422
ACCEL,ACC5047B,5047B,"ACCEL 8MM SUPER STOCK SPIRAL CUST BU",0,97.60500,111.35422
ACCEL,ACC5047K,5047K,"ACCEL 8MM SUPER STOCK SPIRAL CUST BK",0,94.48960,107.35615
ACCEL,ACC5047R,5047R,"ACCEL 8mm SUPER STOCK SPIRAL CUST RD",0,104.87422,119.30883
ACCEL,ACC5047Y,5047Y,"ACCEL 8MM SUPER STCK SPIRAL CUST YEL",0,97.60500,109.02807
ACCEL,ACC5048B,5048B,"ACCEL 8mm SUPER STOCK SPIRAL CUST BU",0,95.52807,106.95115
ACCEL,ACC5048K,5048K,"ACCEL 8MM SUPER STOCK SPIRAL CUST BK",0,94.48960,107.35615
ACCEL,ACC5048R,5048R,"ACCEL 8mm SUPER STOCK SPIRAL CUST RD",0,95.52807,109.35000
ACCEL,ACC5048Y,5048Y,"ACCEL 8MM SUPER STCK SPIRAL CUST YEL",0,91.37422,101.75883
ACCEL,ACC5049B,5049B,"ACCEL 8MM SUPER STOCK SPIRAL CUST BU",0,90.33576,103.38922
ACCEL,ACC5049K,5049K,"ACCEL 8MM SUPER STOCK SPIRAL CUST BK",0,95.52807,109.35000
ACCEL,ACC5049R,5049R,"ACCEL 8MM SUPER STOCK SPIRAL CUST RD",0,90.33576,103.38922
ACCEL,ACC5049Y,5049Y,"ACCEL 8MM SUPER STCK SPIRAL CUST YEL",0,95.52807,106.95115
ACCEL,ACC5050K,5050K,"ACCEL 8MM SUPER STOCK SPIRAL CUST BK",0,97.60500,111.35422
ACCEL,ACC5050Y,5050Y,"ACCEL 8MM SUPER STCK SPIRAL CUST YEL",0,102.79730,114.22038
ACCEL,ACC5051K,5051K,"ACCEL 8MM SUPER STOCK SPIRAL CUST BK",0,97.60500,111.35422
ACCEL,ACC5053K,5053K,"ACCEL 8MM SUPER STOCK SPIRAL CUST BL",0,94.48960,107.35615
ACCEL,ACC5055K,5055K,"ACCEL 8MM SUPER STK SPIRAL CUST BLK",0,94.48960,107.35615
ACCEL,ACC5055R,5055R,"ACCEL 8MM SUPER STK SPIRAL CUST RED",0,94.48960,107.35615
ACCEL,ACC5056B,5056B,"ACCEL 8MM SUPER STOCK SPIRAL CUST BU",0,94.48960,107.35615
ACCEL,ACC5069B,5069B,"ACCEL 8MM SUPER STOCK SPIRAL CUST BU",0,102.79730,117.30460
ACCEL,ACC5072K,5072K,"ACCEL 8MM SUPER STOCK SPIRAL CUST BK",0,95.52807,109.35000
ACCEL,ACC5099R,5099R,"ACCEL 8MM SUPER STOCK SPIRAL CUST RD",0,95.52807,109.35000
ACCEL,ACC5107R,5107R,"ACCEL 8MM SUPER STOCK SPIRAL CUST RD",0,90.33576,103.38922
ACCEL,ACC5114K,5114K,"ACCEL 8mm SUPER STOCK SPIRAL CUST BK",0,95.52807,109.35000
ACCEL,ACC5124B,5124B,"ACCEL 8MM SUPER STOCK SPIRAL CUST BU",0,95.52807,109.35000
ACCEL,ACC5129R,5129R,"ACCEL 8MM SUPER STOCK SPIRAL CUST RD",0,85.14345,103.38922
ACCEL,ACC5132B,5132B,"ACCEL 8MM SUPER STOCK SPIRAL CUST BU",0,95.52807,109.35000
ACCEL,ACC5133R,5133R,"ACCEL 8MM SUPER STOCK SPIRAL CUST RD",0,89.29730,99.68191
ACCEL,ACC5137B,5137B,"ACCEL 8mm SUPER STOCK SPIRAL CUST BU",0,167.18191,190.56807
ACCEL,ACC5140R,5140R,"ACCEL 8mm SUPER STOCK SPIRAL CUST RD",0,100.72038,121.31307
ACCEL,ACC5148K,5148K,"ACCEL 8MM SUPERSTOCK SPRL HOLDEN BLK",0,100.72038,121.72845
ACCEL,ACC5148R,5148R,"ACCEL 8MM SUPERSTOCK SPRL HOLDEN RED",0,100.72038,122.37230
ACCEL,ACC5150,5150,"ACCEL 7MM CHEVY CORSA 1.4/1.6L BLK",0,47.75883,56.80383
ACCEL,ACC5151,5151,"ACCEL 7MM VW POINTER 1.8L YEL TC",0,88.25883,106.03730
ACCEL,ACC5152,5152,"ACCEL 7MM VW JETTA 1.8/2.0L YEL TC",0,67.48960,81.49845
ACCEL,ACC5153,5153,"ACCEL 8MM FORD FIESTA",0,80.98960,91.50922
ACCEL,ACC7004,7004,"ACCEL 300+ RW CHV SB W/HEI OVER PROS",0,283.48960,315.68191
ACCEL,ACC7005,7005,"ACCEL 300+ RW FORD 115 SPRK BOOT UNI",0,178.60500,199.37422
ACCEL,ACC7030,7030,"ACCEL 8.8mm 300+ RACE WIRE UNI FIT",0,195.22038,217.02807
ACCEL,ACC7040,7040,"ACCEL 8.8mm 300+ RACE WIRE UNI FIT",0,169.25883,193.35115
ACCEL,ACC7043,7043,"ACCEL 8.8mm 300+ RACE WIRE CUST FIT",0,195.22038,217.02807
ACCEL,ACC7045ACC,7045ACC,"ACCEL 8.8MM 300+ RACE WIRE CUST FIT",0,195.22038,217.02807
ACCEL,ACC7047,7047,"ACCEL 8.8mm 300+ RACE WIRE CUST FIT",0,195.22038,217.02807
ACCEL,ACC7048ACC,7048ACC,"ACCEL 8.8mm 300+ RACE WIRE CUST FIT",0,195.22038,217.02807
ACCEL,ACC7050ACC,7050ACC,"ACCEL 8.8mm 300+ RACE WIRE CUST FIT",0,195.22038,217.02807
ACCEL,ACC7054,7054,"ACCEL 8.8mm 300+ RACE WIRE CUST FIT",0,195.22038,217.02807
ACCEL,ACC7065ACC,7065ACC,"ACCEL 8.8mm 300+ RACE WIRE CUST FIT",0,219.10500,250.40422
ACCEL,ACC7071ACC,7071ACC,"ACCEL 8.8mm 300+ RACE WIRE CUST FIT",0,192.10500,219.79038
ACCEL,ACC7137,7137,"ACCEL 8mm 300+ RACE WIRE CUST FIT",0,184.83576,208.65807
ACCEL,ACC7911Y,7911Y,"ACCEL 8MM THUNDERSPORT CUST FIT YEL",0,109.02807,131.25115
ACCEL,ACC7912B,7912B,"ACCEL 8MM THUNDERSPORT CUST FIT BLUE",0,138.10500,153.68191
ACCEL,ACC7912R,7912R,"ACCEL 8MM THUNDERSPORT CUST FIT RED",0,124.60500,140.47268
ACCEL,ACC7913B,7913B,"ACCEL 8MM THUNDERSPORT CUST FIT BLUE",0,138.10500,153.68191
ACCEL,ACC7913R,7913R,"ACCEL 8MM THUNDERSPORT CUST FIT RED",0,132.91268,148.48960
ACCEL,ACC7913Y,7913Y,"ACCEL 8MM THUNDERSPORT CUST FIT YEL",0,132.91268,148.48960
ACCEL,ACC7914B,7914B,"ACCEL 8MM THUNDERSPORT CUST FIT BLUE",0,120.45115,146.03883
ACCEL,ACC7914R,7914R,"ACCEL 8MM THUNDERSPORT CUST FIT RED",0,124.60500,140.47268
ACCEL,ACC7920R,7920R,"ACCEL 8MM THUNDERSPORT CUST FIT RED",0,132.91268,148.48960
ACCEL,ACC7921B,7921B,"ACCEL 8MM THUNDERSPORT CUST FIT BLUE",0,127.72038,142.25883
ACCEL,ACC7921R,7921R,"ACCEL 8MM THUNDERSPORT CUST FIT RED",0,130.83576,147.43038
ACCEL,ACC7940R,7940R,"ACCEL 8MM THUNDERSPORT CUST FIT RED",0,129.79730,146.03883
ACCEL,ACC7961B,7961B,"ACCEL 8mm THUNDERSPORT CUST FIT BLUE",0,109.02807,131.25115
ACCEL,ACC7964Y,7964Y,"ACCEL 8mm THUNDERSPORT CUST FIT YEL",0,127.72038,142.25883
ACCEL,ACC7968R,7968R,"ACCEL 8MM THUNDERSPORT CUST FIT RED",0,125.64345,140.18191
ACCEL,ACC8021ACC,8021ACC,"ACCEL 8.8mm GRAPHITE UNIVERSAL FIT",0,151.60500,169.25883
ACCEL,ACC8022ACC,8022ACC,"ACCEL 8.8mm GRAPHITE UNIVERSAL FIT",0,168.22038,186.91268
ACCEL,ACC8023ACC,8023ACC,"ACCEL 8.8mm GRAPHITE UNIVERSAL FIT",0,160.95115,179.64345
ACCEL,ACC8024ACC,8024ACC,"ACCEL 8.8mm STAINLESS UNIVERSAL FIT",0,156.79730,174.45115
ACCEL,ACC8025,8025,"ACCEL 8.8mm STAINLESS UNIVERSAL FIT",0,150.56653,169.69500
ACCEL,ACC8026,8026,"ACCEL 8.8mm GRAPHITE UNIVERSAL FIT",0,178.60500,199.37422
ACCEL,ACC8031,8031,"ACCEL 8.8mm SPIRAL UNIVERSAL FIT",0,165.10500,183.79730
ACCEL,ACC8033,8033,"ACCEL 8.8mm SPIRAL UNIVERSAL FIT",0,156.79730,174.45115
ACCEL,ACC8842ACC,8842ACC,"ACCEL 8.8MM SPIRAL CUSTOM FIT",0,168.22038,186.91268
ACCEL,ACC8843ACC,8843ACC,"ACCEL 8.8MM SPIRAL CUSTOM FIT",0,154.72038,172.37422
ACCEL,ACC8844,8844,"ACCEL 8.8mm SPIRAL CUSTOM FIT",0,158.87422,176.52807
ACCEL,ACC8846,8846,"ACCEL 8.8mm SPIRAL CUSTOM FIT",0,160.95115,179.64345
ACCEL,ACC8847ACC,8847ACC,"ACCEL 8.8MM SPIRAL CUSTOM FIT",0,156.79730,174.45115
ACCEL,ACC8848ACC,8848ACC,"ACCEL 8.8MM SPIRAL CUSTOM FIT",0,154.72038,172.37422
ACCEL,ACC8849ACC,8849ACC,"ACCEL 8.8MM SPIRAL CUSTOM FIT",0,158.87422,176.52807
ACCEL,ACC8850ACC,8850ACC,"ACCEL 8.8MM SPIRAL CUSTOM FIT",0,174.45115,198.91730
ACCEL,ACC8854ACC,8854ACC,"ACCEL 8.8MM SPIRAL CUSTOM FIT",0,154.72038,172.37422
ACCEL,ACC8865,8865,"ACCEL 8.8mm SPIRAL CUSTOM FIT",0,168.22038,186.91268
ACCEL,ACC8866,8866,"ACCEL 8.8mm SPIRAL CUSTOM FIT",0,158.87422,176.52807
ACCEL,ACC8893,8893,"ACCEL 8.8mm SPIRAL CUSTOM FIT",0,164.06653,182.75883
ACCEL,ACC9000C,9000C,"ACCEL UNI CERAMIC 180 BOOTS WIRE KIT",0,192.10500,213.91268
ACCEL,ACC9000CK,9000CK,"ACCEL UNI CERAMIC 180 BOOTS WIRE KIT - BLACK",0,178.60500,199.37422
ACCEL,ACC9001C,9001C,"ACCEL UNI CERAMIC 90 BOOTS WIRE KIT",0,192.10500,213.91268
ACCEL,ACC9001CK,9001CK,"ACCEL UNI CERAMIC 90 BOOTS WIRE KIT- BLACK",0,178.60500,199.37422
ACCEL,ACC9002C,9002C,"ACCEL UNI CERAMIC 135 BOOTS WIRE KIT",0,192.10500,213.91268
ACCEL,ACC9002CK,9002CK,"ACCEL UNI CERAMIC 135 BOOTS WIRE KIT - BLACK",0,178.60500,199.37422
ACCEL,ACC9004C,9004C,"ACCEL ACCEL LS Ceramic Wireset - RACE",0,208.72038,232.60500
ACCEL,ACC9011C,9011C,"ACCEL GM SB HEI 86-75 OVER VLV CVR",0,207.68191,231.56653
ACCEL,ACC9011CK,9011CK,"ACCEL GM SB HEI 86-75 OVER VLV CVR",0,193.14345,214.95115
ACCEL,ACC9013C,9013C,"ACCEL GM BB 396-502 HEI",0,192.10500,219.79038
ACCEL,ACC9018C,9018C,"ACCEL GM SB HEI 86-75 UNDER VLV CVR",0,207.68191,231.56653
ACCEL,ACC9018CK,9018CK,"ACCEL GM SB HEI 86-75 UNDER VLV CVR - BLACK",0,193.14345,214.95115
ACCEL,ACC9019C,9019C,"ACCEL CHEVY/GM 3/4 & 1TON 7.4L 88-84",0,207.68191,231.56653
ACCEL,ACC9020C,9020C,"ACCEL GM 5.0/5.7L TBI TRUCK 95-87",0,210.79730,234.68191
ACCEL,ACC9022C,9022C,"ACCEL FORD 5.0L W/EEC-IV 93-83",0,213.91268,244.83807
ACCEL,ACC9023C,9023C,"ACCEL DODGE TRUCK 5.2/5.9L 98-91",0,198.33576,226.74807
ACCEL,ACC9024C,9024C,"ACCEL CHEVY/GM TRUCK 7.4L 95-90",0,231.56653,264.31960
ACCEL,ACC9038C,9038C,"ACCEL GM F-BODY 5.7L 97-93 LT1/LT4",0,227.41268,260.14500
ACCEL,ACC9039C,9039C,"ACCEL DODGE TRUCK 3.9L 01-92",0,207.68191,231.56653
ACCEL,ACC9042C,9042C,"ACCEL GM TRCK 5.0/5.7L VORTEC 00-96",0,213.91268,237.79730
ACCEL,ACC9042CK,9042CK,"ACCEL GM TRCK 5.0/5.7L VORTEC 00-96 - BLACK",0,200.41268,223.25883
ACCEL,ACC9043C,9043C,"ACCEL CHEVY/GM TRCK 7.4L VORTC 00-96",0,197.29730,225.35653
ACCEL,ACC9044C,9044C,"ACCEL CHEVY/GM TRUCK 4.3L V6",0,213.91268,237.79730
ACCEL,ACC9044CK,9044CK,"ACCEL CHEVY/GM TRUCK 4.3L V6 - BLACK",0,200.41268,223.25883
ACCEL,ACC9045C,9045C,"ACCEL CHRYSLER B RB BLOCK 361-440",0,207.68191,237.88038
ACCEL,ACC9052C,9052C,"ACCEL GM F-BODY LS1/LS6 01-97",0,200.41268,223.25883
ACCEL,ACC9056C,9056C,"ACCEL MSTANG 93-86 FORD TRK 98-88 BB",0,197.29730,225.35653
ACCEL,ACC9059C,9059C,"ACCEL WIRE X9000 LS CERAMIC 180 11IN",0,200.41268,223.25883
ACCEL,ACC9059CK,9059CK,"ACCEL WIRE X9000 LS CERAMIC 180 11IN - BLACK",0,187.95115,209.75883
ACCEL,ACC9060C,9060C,"ACCEL GM LS STOCK BOOT UNI",0,193.14345,214.95115
ACCEL,ACC9065C,9065C,"ACCEL CHEVY/GM 04-01 3/4 & 1TON 8.1L",0,225.33576,251.29730
ACCEL,ACC9065CK,9065CK,"ACCEL CHEVY/GM 04-01 3/4 & 1TON 8.1L - BLACK",0,208.72038,232.60500
ACCEL,ACC9066CK,9066CK,"ACCEL CER WIRE SET 2007-11 JEEP/CH 3.8L- BLACK",0,147.45115,168.30345
ACCEL,ACC9070C,9070C,"ACCEL GM GEN 4 LS3/LS4/LS7 ENGINES",0,192.10500,213.91268
ACCEL,ACC9070CK,9070CK,"ACCEL GM GEN 4 LS3/LS4/LS7 ENGINES - BLACK",0,178.60500,199.37422
ACCEL,ACC110128,110128,"ACCEL CONTACT SET HP 32 OZ",0,46.72038,55.65115
ACCEL,ACC110228,110228,"ACCEL CONTACT SET HP 32 OZ",0,42.56653,51.65307
